object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_artist,_place_of_origin,_style,_department,_technique,_image_id,_classification,_image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en,aligned_museum,aligned_period,aligned_type,aligned_material
21323,荷花池中的大蒜形鸳鸯鸟瓶,明朝（1368-1644），万历年间（1573-1620）,,釉下蓝和釉上彩釉瓷器,,53.9 × 26.4 cm (21 1/4 × 10 3/8 in.); Diam.: 26.4 cm (10 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/21323,"https://www.artic.edu/iiif/2/c16baf9b-e1cc-9437-df72-8b7cedee9421/full/843,/0/default.jpg",,拉塞尔·泰森的礼物,,2026-05-27,明朝（1368-1644）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,c16baf9b-e1cc-9437-df72-8b7cedee9421,,,False,Garlic-Shaped Bottle with Mandarin Ducks and Birds in a Lotus Pond,"Ming dynasty (1368–1644), Wanli reign mark and period (1573–1620)",,Porcelain painted in underglaze blue and overglaze polychrome enamels,,Chinese,Gift of Russell Tyson,Ming dynasty (1368-1644),Unknown,Porcelain,Art Institute of Chicago,Ming dynasty (c. 1368),未知,瓷
21524,Ovoid Ewer,五代时期（907-960）或北宋（960-1127），10世纪末/11世纪初,,丁瓷；釉瓷,,10.8 × 10.9 cm (4 1/4 × 4 5/16 in.); Diam.: 10.9 cm (4 5/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/21524,"https://www.artic.edu/iiif/2/86522c59-66b0-5959-0f84-4f675dabfb83/full/843,/0/default.jpg",,拉塞尔·泰森的遗赠,,2026-05-27,宋朝（960-1279）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,86522c59-66b0-5959-0f84-4f675dabfb83,,,False,Ovoid Ewer,"Five Dynasties period (907–960) or Northern Song dynasty (960–1127), late 10th / early 11th century",,Ding ware; glazed porcelain,,Chinese,Bequest of Russell Tyson,Song dynasty (960-1279),Unknown,Porcelain,Art Institute of Chicago,Song dynasty (c. 960),未知,瓷
69798,吊坠,公元前11/10世纪西周时期。,,翡翠,,2.5 × 4.9 × 0.5 cm (1 15/16 × 1 × 3/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/69798,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,西周（公元前1046-771年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,False,Pendant,"Western Zhou period, 11th/10th century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Western Zhou dynasty (1046-771 BCE),Unknown,Jade,Art Institute of Chicago,Song dynasty (c. 1046),未知,翡翠
69343,蚕蛹,商朝或西周时期，公元前13/10世纪。,,翡翠,,4.4 × 1.1 × 0.6 cm (1 3/4 × 7/16 × 1/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/69343,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,汉朝（公元前206年-公元220年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,False,Silkworm Pupa,"Shang or Western Zhou period, 13th/10th century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Han dynasty (206 BCE-220 CE),Unknown,Jade,Art Institute of Chicago,汉朝（公元前206年-公元220年）,未知,翡翠
70693,蝉,汉朝（公元前206年-公元220年）,,翡翠,,6 × 3.2 × 0.5 cm (2 3/8 × 1 1/4 × 3/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/70693,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,汉朝（公元前206年-公元220年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Cicada,Han dynasty (206 B.C.–A.D. 220),,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Han dynasty (206 BCE-220 CE),Unknown,Jade,Art Institute of Chicago,汉朝（公元前206年-公元220年）,未知,翡翠
7951,海边的人们，从风景中挑选一个,约1900年,,黄绿色、深绿色、薰衣草色和鲑鱼色的石版画，印在灰色象牙色的中国纸上,,Image: 23.5 × 41.8 cm (9 5/16 × 16 1/2 in.); Sheet: 40.5 × 52.7 cm (16 × 20 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/7951,"https://www.artic.edu/iiif/2/9710b699-9799-d94a-ac71-53c3ea64d5ee/full/843,/0/default.jpg",,赛勒斯·亚当斯的礼物,,2026-05-27,约1900年,未知,象牙,未知,0.8,"Ker-Xavier Roussel (French, 1867-1944)
printed by Auguste Clot (French, 1858-1936)
published by Ambroise Vollard (French, 1867-1939)",France,,Prints and Drawings,,9710b699-9799-d94a-ac71-53c3ea64d5ee,,,False,"People at the Seashore, plate one from Landscapes",c. 1900,,"Lithograph in yellow green, dark green, lavender, and salmon on grayish-ivory China paper",,Unknown,Gift of Cyrus Adams,c. 1900,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1900),未知,象牙
79435,Des Esseintes，J.K.Huysmans的《重生的前沿》,1888,,浅灰色中国纸上的黑色石版画，放在白色编织纸上,,Image/chine: 12.8 × 9 cm (5 1/16 × 3 9/16 in.); Sheet: 41.6 × 30.6 cm (16 7/16 × 12 1/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/79435,"https://www.artic.edu/iiif/2/a894be56-c161-9b46-22e7-95b6c3d00bc9/full/843,/0/default.jpg",,Stickney系列,,2026-05-27,1888,未知,浅灰色中国纸上的黑色石版画，放在白色编织纸上,未知,0.8,"Odilon Redon
French, 1840-1916",France,,Prints and Drawings,,a894be56-c161-9b46-22e7-95b6c3d00bc9,,,False,"Des Esseintes, Frontispiece for A Rebours by J.K. Huysmans",1888,,Lithograph in black on light gray China paper laid down on white wove paper,,Unknown,The Stickney Collection,1888,Unknown,Lithograph in black on light gray China paper laid down on white wove paper,Art Institute of Chicago,Qing dynasty (c. 1888),未知,纸
80720,佛诞沐浴,清朝，1833年,,在丝绸上悬挂卷轴、墨水和颜色,,108.9 × 54.2 cm (42 7/8 × 21 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/80720,"https://www.artic.edu/iiif/2/4c6c885c-1986-df3f-298c-f7f990132eb4/full/843,/0/default.jpg",,Joseph Winterbotham的遗赠,,2026-05-27,清朝（1644-1912）,未知,丝绸,中文,0.8,"Hua Ziyou 華子宥 (Chinese, 19th century)",China,Chinese (culture or style),Arts of Asia,,4c6c885c-1986-df3f-298c-f7f990132eb4,,,False,Bathing of the Buddha Festival,"Qing dynasty, 1833",,"Hanging scroll, ink and color on silk",,Chinese,Bequest of Joseph Winterbotham,Qing dynasty (1644-1912),Unknown,Silk,Art Institute of Chicago,Qing dynasty (c. 1644),未知,丝绸
35955,迪蒂研究员，咖啡馆里的英国歌手-音乐会,1898,,灰色象牙纸上的石版画,,Image: 32.2 × 26 cm (12 11/16 × 10 1/4 in.); Sheet: 35.6 × 33.4 cm (14 1/16 × 13 3/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/35955,"https://www.artic.edu/iiif/2/917cd3fd-6229-8d8c-792f-1ecca6178175/full/843,/0/default.jpg",,查尔斯·F·格洛尔收藏,,2026-05-27,1898,未知,象牙,未知,0.8,"Henri de Toulouse-Lautrec
French, 1864-1901",France,,Prints and Drawings,,917cd3fd-6229-8d8c-792f-1ecca6178175,,,False,"Di ti Fellow, English Singer in a Café-Concert",1898,,Lithograph on grayish-ivory laid China paper,,Unknown,The Charles F. Glore Collection,1898,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1898),未知,象牙
27580,鸟、牡丹、桃枝八角盒,明朝（1368-1644），嘉靖统治时期（1522-1566）,,釉下蓝瓷器,,,Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/27580,"https://www.artic.edu/iiif/2/16dd2235-ad5d-20de-1e2b-1ff8ffde97aa/full/843,/0/default.jpg",,用约瑟芬·P·奥尔布赖特提供的资金购买，以纪念爱丽丝·希格根博特姆·帕特森,,2026-05-27,明朝（1368-1644）,未知,瓷,中文,0.75,China,China,Chinese (culture or style),Arts of Asia,,16dd2235-ad5d-20de-1e2b-1ff8ffde97aa,,,False,"Octagonal Box with Birds, Peony Flowers, and Peach Branches","Ming dynasty (1368–1644), Jiajing reign mark and period (1522–1566)",,Porcelain painted in underglaze blue,,Chinese,Purchased with funds provided by Josephine P. Albright in memory of Alice Higgenbothem Patterson,Ming dynasty (1368-1644),Unknown,Porcelain,Art Institute of Chicago,Ming dynasty (c. 1368),未知,瓷
69639,斧,新石器时代，可能是松泽文化，约公元前4000-3000年。,,翡翠,,17.1 × 6.9 × 0.3 cm (6 3/4 × 2 3/4 × 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/69639,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,宋朝（960-1279）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Axe,"Neolithic period, probably Songze culture, c. 4000–3000 B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Song dynasty (960-1279),Unknown,Jade,Art Institute of Chicago,Song dynasty (c. 960),未知,翡翠
70229,玉饰品,东周王朝，约公元前770-256年,,翡翠,,,Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/70229,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,东周王朝（公元前770-256年）,未知,翡翠,中文,0.55,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Jade Ornament,"Eastern Zhou dynasty, c.770–256 BC
c. 5th century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Eastern Zhou dynasty (770-256 BCE),Unknown,Jade,Art Institute of Chicago,Tang dynasty (c. 770),未知,翡翠
69576,拱形吊坠,新石器时代晚期、龙山文化或商代早期，约公元前1600/1045年。,,翡翠,,2.7 × 16.7 × 0.3 cm (1 × 6 5/8 × 2/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/69576,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,汉朝（公元前206年-公元220年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,False,Arched pendant,"late Neolithic period, Longshan culture, or early Shang period, c. 1600/1045 B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Han dynasty (206 BCE-220 CE),Unknown,Jade,Art Institute of Chicago,汉朝（公元前206年-公元220年）,未知,翡翠
106589,鸡蛋,1885,,象牙纸上的黑色石版画，放在象牙编织纸上,,Image: 28.9 × 22.4 cm (11 7/16 × 8 7/8 in.); Sheet: 43.8 × 31.4 cm (17 1/4 × 12 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/106589,"https://www.artic.edu/iiif/2/ebfcb14d-9efc-a454-7935-fe64f407e00e/full/843,/0/default.jpg",,Stickney系列,,2026-05-27,1885,未知,象牙,未知,0.8,"Odilon Redon
French, 1840-1916",France,,Prints and Drawings,,ebfcb14d-9efc-a454-7935-fe64f407e00e,,,False,The Egg,1885,,Lithograph in black on ivory China paper laid down on ivory wove paper,,Unknown,The Stickney Collection,1885,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1885),未知,象牙
109039,一个睡着的年轻女人的头,1787/95,,在象牙色编织的中国纸上雕刻红棕色蜡笔图案,,Image: 31.5 × 35.1 cm (12 7/16 × 13 7/8 in.); Plate: 35.7 × 35.8 cm (14 1/16 × 14 1/8 in.); Sheet: 38 × 38.1 cm (15 × 15 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/109039,"https://www.artic.edu/iiif/2/4b80d0f1-f50a-a7d6-ee51-a7ebef933994/full/843,/0/default.jpg",,华莱士·L·德沃尔夫和约瑟夫·布鲁克斯博览会藏品,,2026-05-27,1787/95,未知,象牙,未知,0.8,"Jean-Baptiste Lucien (French, c. 1748-1806)
after Jean-Baptiste Greuze (French, 1725-1805)
published by François Étienne Joubert (French, 1787-1836)",France,,Prints and Drawings,,4b80d0f1-f50a-a7d6-ee51-a7ebef933994,,,False,Head of a Young Woman Asleep,1787/95,,Crayon-manner engraving in red-brown on ivory wove China paper with a laid pattern,,Unknown,The Wallace L. DeWolf and Joseph Brooks Fair Collections,1787/95,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1787),未知,象牙
12608,香棒或鲜花瓶状花瓶,明朝（1368-1644）或清朝（1644-1911），约17世纪末/18世纪,,德化瓷；釉下模压装饰瓷器,,29 × 15.9 cm (11 7/16 × 6 1/4 in.); Diam.: 15.9 cm (6 1/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/12608,"https://www.artic.edu/iiif/2/af1300d2-8fdc-5ead-552b-23c1a5292a02/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,清朝（1644-1912）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,af1300d2-8fdc-5ead-552b-23c1a5292a02,,,False,Bottle-Shaped Vase for Incense Sticks or Flowers,"Ming dynasty (1368–1644) or Qing dynasty (1644–1911), c. late 17th/18th century",,Dehua ware (blanc de chine); porcelain with underglaze molded decoration,,Chinese,Lucy Maud Buckingham Collection,Qing dynasty (1644-1912),Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1644),未知,瓷
89465,带有鸟类、狮子和花卉喷雾的Lobed Mirror,唐朝（公元618-907年），8世纪,,青铜,,15.6 × 15.6 × 0.9 cm (6 1/8 × 6 1/8 × 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/89465,"https://www.artic.edu/iiif/2/466152db-608d-d557-5f0c-7b929adbdad7/full/843,/0/default.jpg",,塞缪尔·M·尼克森基金会,,2026-05-27,唐朝（618-907）,未知,青铜,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,466152db-608d-d557-5f0c-7b929adbdad7,,,False,"Lobed Mirror with Birds, Lions, and Floral Sprays","Tang dynasty (A.D. 618–907), 8th century",,Bronze,,Chinese,Samuel M. Nickerson Endowment,Tang dynasty (618-907),Unknown,Bronze,Art Institute of Chicago,Tang dynasty (c. 618),未知,青铜
28203,鸭子和水生植物菜肴,北宋（960-1127），11世纪初,,丁瓷；釉下雕花瓷器,,5.1 × 21.6 cm (2 × 8 1/2 in.); Diam.: 21.6 cm (8 1/2 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/28203,"https://www.artic.edu/iiif/2/3ec98e38-ad7e-28c5-bdc6-825242da5707/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,宋朝（960-1279）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,3ec98e38-ad7e-28c5-bdc6-825242da5707,,,False,Dish with Ducks and Water Plants,"Northern Song dynasty (960–1127), early 11th century",,Ding ware; porcelain with underglaze carved and incised decoration,,Chinese,Lucy Maud Buckingham Collection,Song dynasty (960-1279),Unknown,Porcelain,Art Institute of Chicago,Song dynasty (c. 960),未知,瓷
69355,蝉吊坠,商朝或西周时期，公元前13/10世纪。,,翡翠,,3.9 × 2 × 1 cm (1 1/2 × 3/4 × 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/69355,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,汉朝（公元前206年-公元220年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,False,Cicada pendant,"Shang or Western Zhou period, 13th/10th century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Han dynasty (206 BCE-220 CE),Unknown,Jade,Art Institute of Chicago,汉朝（公元前206年-公元220年）,未知,翡翠
44101,本韦努托·切利尼，第三幕：珀尔修斯的铸造,1888,,白色编织纸上的象牙瓷纸上的黑色石版画,,Image: 22.7 × 15.4 cm (8 15/16 × 6 1/8 in.); Sheet: 30.7 × 21.6 cm (12 1/8 × 8 9/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/44101,"https://www.artic.edu/iiif/2/19493f56-f3f0-3bc9-7911-539c6812bbc9/full/843,/0/default.jpg",,查尔斯·迪林收藏,,2026-05-27,1888,未知,象牙,未知,0.8,"Henri Fantin-Latour
French, 1836-1904",France,,Prints and Drawings,,19493f56-f3f0-3bc9-7911-539c6812bbc9,,,False,"Benvenuto Cellini, Act III: The Casting of Perseus",1888,,Lithograph in black on ivory China paper laid down on white wove paper,,Unknown,The Charles Deering Collection,1888,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1888),未知,象牙
42262,椭圆形瓶,隋朝（581-618）或唐朝（618-907），7世纪初,,滑动涂层和上釉石器,,24.1 × 11.4 cm (9 1/2 × 4 1/2 in.); Diam.: 11.4 cm (4 1/2 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/42262,"https://www.artic.edu/iiif/2/ddea9a3e-9db4-d3b0-efdd-176d00932a41/full/843,/0/default.jpg",,亨利·C·施瓦布的遗赠,,2026-05-27,唐朝（618-907）,未知,炻器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,ddea9a3e-9db4-d3b0-efdd-176d00932a41,,,False,Ovoid Bottle,"Sui (581–618) or Tang dynasty (618–907), early 7th century",,Slip-coated and glazed stoneware,,Chinese,Bequest of Henry C. Schwab,Tang dynasty (618-907),Unknown,Stoneware,Art Institute of Chicago,Tang dynasty (c. 618),未知,炻器
86387,建筑配件（龚）,西周，约公元前1050年至公元前770年。,,青铜,,22 × 48.9 × 10.2 cm (8 5/8 × 19 1/4 × 4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/86387,"https://www.artic.edu/iiif/2/b985e5ec-6ed9-902d-7b63-90f067ac7be3/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,西周（公元前1046-771年）,未知,青铜,中文,0.8,"China 

Qishan county, Shaanxi province",China,Chinese (culture or style),Arts of Asia,,b985e5ec-6ed9-902d-7b63-90f067ac7be3,,,False,Architectural Fitting (Gong),"Western Zhou dynasty, c.1050–770 B.C.",,Bronze,,Chinese,Lucy Maud Buckingham Collection,Western Zhou dynasty (1046-771 BCE),Unknown,Bronze,Art Institute of Chicago,Song dynasty (c. 1046),未知,青铜
186765,门德斯的《新歌》第24版：25张版画,1945,,灰色象牙瓷纸上的木刻,,Image/plate: 15 × 12.1 cm (5 15/16 × 4 13/16 in.); Sheet: 24.8 × 17.5 cm (9 13/16 × 6 15/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/186765,"https://www.artic.edu/iiif/2/41d74bbf-dac3-88dd-b772-14989b64576e/full/843,/0/default.jpg",,Carl O.Schniewind的礼物,,2026-05-27,1945,未知,象牙,未知,0.8,"Leopoldo Méndez 
Mexican, 1902-1969
printed by the artist at El Taller de Gráfica Popular, Mexico City
published by La Estampa Mexicana
illustrations for the book Incidentes Melódicos del Mundo Irracional by Juan de la Cabada",Mexico,,Prints and Drawings,,41d74bbf-dac3-88dd-b772-14989b64576e,,,False,"The New Song, plate 24 from Mendez: 25 Prints",1945,,Wood engraving on grayish-ivory China paper,,Unknown,Gift of Carl O. Schniewind,1945,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1945),未知,象牙
21205,长瓶花瓶（梅萍）与学者绅士和服务员,明朝（1368-1644），15世纪,,釉下蓝瓷器,,33.7 × 18.1 cm (13 1/4 × 7 1/8 in.); Diam.: 18.1 cm (7 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/21205,"https://www.artic.edu/iiif/2/17cadf80-59ee-3b1c-3c7d-5106eeb593e0/full/843,/0/default.jpg",,拉塞尔·泰森的遗赠,,2026-05-27,明朝（1368-1644）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,17cadf80-59ee-3b1c-3c7d-5106eeb593e0,,,False,Elongated Bottle-Vase (Meiping) with a Scholar-Gentleman and Attendant,"Ming dynasty (1368–1644), 15th century",,Porcelain painted in underglaze blue,,Chinese,Bequest of Russell Tyson,Ming dynasty (1368-1644),Unknown,Porcelain,Art Institute of Chicago,Ming dynasty (c. 1368),未知,瓷
75920,碗形容器，带盖（桂）和穿孔套环,东汉（公元25-220年），公元1世纪,,灰绿色釉料和釉下雕刻装饰的石器，口缘镀金青铜,,16.5 × 25.8 cm (6 7/16 × 10 3/16 in.); Diam.: 25.8 cm (10 3/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/75920,"https://www.artic.edu/iiif/2/59575c05-a44b-4041-e9db-be1f536ff8e0/full/843,/0/default.jpg",,拉塞尔·泰森的礼物,,2026-05-27,汉朝（公元前206年-公元220年）,未知,炻器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,59575c05-a44b-4041-e9db-be1f536ff8e0,,,False,Bowl-Shaped Vessel with Cover (Gui) and Pierced Collar,"Eastern Han dynasty (25–220 A.D.), 1st century",,"Stoneware with grayish-green glaze and underglaze incised decoration, gilt bronze applied to mouth-rim",,Chinese,Gift of Russell Tyson,Han dynasty (206 BCE-220 CE),Unknown,Stoneware,Art Institute of Chicago,汉朝（公元前206年-公元220年）,未知,炻器
80215,花卉与昆虫,清朝（1644-1911），康熙统治时期（1662-1722）,,Handscroll；纸本水墨设色,,27.9 × 430.6 cm (169 1/2 × 10 15/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/80215,"https://www.artic.edu/iiif/2/98de0aaf-e074-2536-5e15-44a03bf2c855/full/843,/0/default.jpg",,塞缪尔·M·尼克森基金,,2026-05-27,清朝（1644-1912）,未知,Handscroll；纸本水墨设色,中文,0.8,"Chai Zhenyi 柴貞儀 and Chai Jingyi 柴靜儀
Chinese, active 17th century",China,Chinese (culture or style),Arts of Asia,,98de0aaf-e074-2536-5e15-44a03bf2c855,,,False,Flowers and Insects,"Qing dynasty (1644–1911), reign of Kangxi (1662–1722)",,Handscroll; ink and color on paper,,Chinese,Samuel M. Nickerson Fund,Qing dynasty (1644-1912),Unknown,Handscroll; ink and color on paper,Art Institute of Chicago,Qing dynasty (c. 1644),未知,水墨
22905,狮子吞食一匹马,1844,,白色编织纸上的象牙瓷纸上的黑色石版画,,Image: 17 × 23.5 cm (6 3/4 × 9 5/16 in.); Sheet: 30.5 × 45 cm (12 1/16 × 17 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/22905,"https://www.artic.edu/iiif/2/dee8b0cc-219b-0e51-9970-46a0588c2536/full/843,/0/default.jpg",,版画和绘画俱乐部的礼物,,2026-05-27,1844,未知,象牙,未知,0.8,"Eugène Delacroix
French, 1798-1863",France,,Prints and Drawings,,dee8b0cc-219b-0e51-9970-46a0588c2536,,,False,Lion Devouring a Horse,1844,,Lithograph in black on ivory China paper laid down on white wove paper,,Unknown,Gift of the Print and Drawing Club,1844,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1844),未知,象牙
70018,戒指,公元前4/3世纪东周时期。,,翡翠,,Diam.: 5.2 cm (2 1/16 in.); Thickness: D.: 0.3 cm (1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/70018,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,东周王朝（公元前770-256年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Ring,"Eastern Zhou period, 4th/3rd century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Eastern Zhou dynasty (770-256 BCE),Unknown,Jade,Art Institute of Chicago,Tang dynasty (c. 770),未知,翡翠
68837,面板（装饰织物）,明朝晚期（1368-1644）/清朝（1644-1911），1650/1700,,丝绸、漆纸条包裹丝绸上的金箔、孔雀羽毛条包裹丝绸、交织轮廓纬线的狭缝挂毯,,239.2 × 171.5 cm (94 1/8 × 67 1/2 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/68837,"https://www.artic.edu/iiif/2/e3b73c45-6d48-9be5-e471-d9f84b5efe05/full/843,/0/default.jpg",,威廉·J·卡尔霍恩夫人通过古董协会赠送的礼物,,2026-05-27,清朝（1644-1912）,未知,金,中文,0.8,China,China,ming,Textiles,,e3b73c45-6d48-9be5-e471-d9f84b5efe05,,,True,Panel (Furnishing Fabric),"Late–Ming dynasty (1368–1644)/Qing dynasty (1644–1911), 1650/1700",,"Silk, gold-leaf-over-lacquered-paper-strip-wrapped silk, and peacock-feather-strip-wrapped silk, slit tapestry weave with interlaced outlining wefts",,Chinese,Gift of Mrs. William J. Calhoun through The Antiquarian Society,Qing dynasty (1644-1912),Unknown,Gold,Art Institute of Chicago,Qing dynasty (c. 1644),未知,金
39385,阵风,1871,,在白色编织纸上的棕褐色中国纸上转印石版画,,Image: 22.2 × 28 cm (8 3/4 × 11 1/16 in.); Sheet: 40 × 57 cm (15 3/4 × 22 1/2 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/39385,"https://www.artic.edu/iiif/2/7cf39d6c-537e-77e8-39fc-559822ff01af/full/843,/0/default.jpg",,威廉·麦卡林·麦基纪念基金会,,2026-05-27,1871,未知,在白色编织纸上的棕褐色中国纸上转印石版画,未知,0.8,"Jean-Baptiste-Camille Corot
French, 1796-1875",France,,Prints and Drawings,,7cf39d6c-537e-77e8-39fc-559822ff01af,,,False,Gust of Wind,1871,,Transfer lithograph on tan China paper laid down on white wove paper,,Unknown,William McCallin McKee Memorial Endowment,1871,Unknown,Transfer lithograph on tan China paper laid down on white wove paper,Art Institute of Chicago,Qing dynasty (c. 1871),未知,纸
42411,梨形瓶,元朝（1279-1368），13世纪末/14世纪初,,磁州瓷；深棕色釉料石器，铁棕色滑花装饰,,28.5 × 19.2 cm (11 1/4 × 7 9/16 in.); Diam.: 19.2 cm (7 9/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/42411,"https://www.artic.edu/iiif/2/b8e3423f-f9d4-a303-7ef2-c51574a9c45f/full/843,/0/default.jpg",,亨利·C·施瓦布的遗产,,2026-05-27,元朝（1271-1368）,未知,炻器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,b8e3423f-f9d4-a303-7ef2-c51574a9c45f,,,False,Pear-Shaped Bottle,"Yuan dynasty (1279–1368), late 13th/early 14th century",,Cizhou ware; stoneware with dark-brown glaze and floral decoration in iron-brown slip,,Chinese,Estate of Henry C. Schwab,Yuan dynasty (1271-1368),Unknown,Stoneware,Art Institute of Chicago,Yuan dynasty (c. 1271),未知,炻器
69980,戒指,东周时期，约公元前6/5世纪。,,翡翠,,4.6 × 1.4 × 0.5 cm (1 13/16 × 9/16 × 3/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/69980,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,东周王朝（公元前770-256年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Ring,"Eastern Zhou period, c. 6th/5th century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Eastern Zhou dynasty (770-256 BCE),Unknown,Jade,Art Institute of Chicago,Tang dynasty (c. 770),未知,翡翠
