object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_displayculture,_displaydate,_displayperiod,_objectnumber,_medium_detail,_image_valid,image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en
64533,Carte de visite，51幅艺术作品肖像和照片之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64533,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22125,,,x1982-116,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-116,Albumen print,,False,False,"Carte-de-visite, one of group of 51 portraits and  photographs of works of art",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64528,Carte de visite，51幅艺术作品肖像和照片之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64528,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22120,,,x1982-111,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-111,Albumen print,,False,False,"Carte-de-visite, one of group of 51 portraits and  photographs of works of art",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64513,Carte de visite，51幅艺术作品肖像和照片之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64513,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22144,,,x1982-96,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-96,Albumen print,,False,False,"Carte-de-visite, one of group of 51 portraits and  photographs of works of art",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64512,Carte de visite，51幅艺术作品肖像和照片之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64512,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22143,,,x1982-95,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-95,Albumen print,,False,False,"Carte-de-visite, one of group of 51 portraits and  photographs of works of art",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64509,Carte de visite，51幅艺术作品肖像和照片之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64509,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22140,,,x1982-92,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-92,Albumen print,,False,False,"Carte-de-visite, one of group of 51 portraits and  photographs of works of art",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64508,Carte de visite，51幅艺术作品肖像和照片之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64508,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22139,,,x1982-91,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-91,Albumen print,,False,False,"Carte-de-visite, one of group of 51 portraits and  photographs of works of art",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64491,Carte de visite，26幅艺术作品肖像和照片之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64491,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22252,,,x1982-204,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-204,Albumen print,,False,False,"Carte-de-visite, one of group of 26 portraits and  photographs of works of art",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64490,Carte de visite，26幅艺术作品肖像和照片之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64490,https://media.artmuseum.princeton.edu/iiif/3/collection/INV11137,,,x1982-203,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-203,Albumen print,,False,False,"Carte-de-visite, one of group of 26 portraits and  photographs of works of art",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64486,Carte de visite，26幅艺术作品肖像和照片之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64486,https://media.artmuseum.princeton.edu/iiif/3/collection/INV11156,,,x1982-199,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-199,Albumen print,,False,False,"Carte-de-visite, one of group of 26 portraits and  photographs of works of art",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64483,Carte de visite，26幅艺术作品肖像和照片之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64483,https://media.artmuseum.princeton.edu/iiif/3/collection/INV11150,,,x1982-196,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-196,Albumen print,,False,False,"Carte-de-visite, one of group of 26 portraits and  photographs of works of art",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64480,Carte de visite，26幅艺术作品肖像和照片之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64480,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22307,,,x1982-193,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-193,Albumen print,,False,False,"Carte-de-visite, one of group of 26 portraits and  photographs of works of art",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64476,Carte de visite，26幅艺术作品肖像和照片之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64476,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22251,,,x1982-189,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-189,Albumen print,,False,False,"Carte-de-visite, one of group of 26 portraits and  photographs of works of art",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64475,Carte de visite，26幅艺术作品肖像和照片之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64475,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22321,,,x1982-188,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-188,Albumen print,,False,False,"Carte-de-visite, one of group of 26 portraits and  photographs of works of art",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64471,Carte de visite，伦敦、利物浦、爱丁堡和其他省会城市摄影师的50幅肖像之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64471,https://media.artmuseum.princeton.edu/iiif/3/collection/INV11129,,,x1982-183,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-183,Albumen print,,False,False,"Carte-de-visite, one of collection of 50 portraits by photographers in London, Liverpool, Edin burgh and other provincial cities",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64463,Carte de visite，伦敦、利物浦、爱丁堡和其他省会城市摄影师的50幅肖像之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64463,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22250,,,x1982-175,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-175,Albumen print,,False,False,"Carte-de-visite, one of collection of 50 portraits by photographers in London, Liverpool, Edin burgh and other provincial cities",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64462,Carte de visite，伦敦、利物浦、爱丁堡和其他省会城市摄影师的50幅肖像之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64462,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22156,,,x1982-174,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-174,Albumen print,,False,False,"Carte-de-visite, one of collection of 50 portraits by photographers in London, Liverpool, Edin burgh and other provincial cities",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64460,Carte de visite，伦敦、利物浦、爱丁堡和其他省会城市摄影师的50幅肖像之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64460,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22263,,,x1982-172,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-172,Albumen print,,False,False,"Carte-de-visite, one of collection of 50 portraits by photographers in London, Liverpool, Edin burgh and other provincial cities",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64450,Carte de visite，伦敦、利物浦、爱丁堡和其他省会城市摄影师的50幅肖像之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64450,https://media.artmuseum.princeton.edu/iiif/3/collection/INV17674,,,x1982-162,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-162,Albumen print,,False,False,"Carte-de-visite, one of collection of 50 portraits by photographers in London, Liverpool, Edin burgh and other provincial cities",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64449,Carte de visite，伦敦、利物浦、爱丁堡和其他省会城市摄影师的50幅肖像之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64449,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22339,,,x1982-161,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-161,Albumen print,,False,False,"Carte-de-visite, one of collection of 50 portraits by photographers in London, Liverpool, Edin burgh and other provincial cities",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64446,Carte de visite，伦敦、利物浦、爱丁堡和其他省会城市摄影师的50幅肖像之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64446,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22312,,,x1982-158,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-158,Albumen print,,False,False,"Carte-de-visite, one of collection of 50 portraits by photographers in London, Liverpool, Edin burgh and other provincial cities",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64437,Carte de visite，伦敦、利物浦、爱丁堡和其他省会城市摄影师的50幅肖像之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64437,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22110,,,x1982-149,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-149,Albumen print,,False,False,"Carte-de-visite, one of collection of 50 portraits by photographers in London, Liverpool, Edin burgh and other provincial cities",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64431,Carte de visite，伦敦、利物浦、爱丁堡和其他省会城市摄影师的50幅肖像之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64431,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22318,,,x1982-143,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-143,Albumen print,,False,False,"Carte-de-visite, one of collection of 50 portraits by photographers in London, Liverpool, Edin burgh and other provincial cities",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64429,Carte de visite，伦敦、利物浦、爱丁堡和其他省会城市摄影师的50幅肖像之一,1860–75,,蛋白印相,英国的,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64429,https://media.artmuseum.princeton.edu/iiif/3/collection/INV22319,,,x1982-141,2026-05-27,1860–75,未知,相册,英国的,0.75,British,1860–75,,x1982-141,Albumen print,,False,False,"Carte-de-visite, one of collection of 50 portraits by photographers in London, Liverpool, Edin burgh and other provincial cities",1860–75,,Albumen print,British,British,,1860–75,Unknown,Albumen
64417,“吴家祠”画像石：门柱,东汉，公元25-220年,,悬挂卷轴；墨水在纸上摩擦,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64417,https://media.artmuseum.princeton.edu/iiif/3/collection/INV07722,,,y1957-131 g,2026-05-27,汉朝（公元前206年-公元220年）,未知,悬挂卷轴；墨水在纸上摩擦,中文,0.75,Chinese,late 19th-early 20th century (rubbings),"Eastern Han dynasty, 25–220 CE",y1957-131 g,Hanging scroll; ink rubbing on paper,,False,False,"""Wu Family Shrines"" pictorial stones: Gate Pillars","Eastern Han dynasty, 25–220 CE",,Hanging scroll; ink rubbing on paper,Chinese,Chinese,,Han dynasty (206 BCE-220 CE),Unknown,Hanging scroll; ink rubbing on paper
64413,“吴家祠”画像石：门柱,东汉，公元25-220年,,悬挂卷轴；墨水在纸上摩擦,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64413,https://media.artmuseum.princeton.edu/iiif/3/collection/INV07730,,,y1957-131 c,2026-05-27,汉朝（公元前206年-公元220年）,未知,悬挂卷轴；墨水在纸上摩擦,中文,0.75,Chinese,late 19th-early 20th century (rubbings),"Eastern Han dynasty, 25–220 CE",y1957-131 c,Hanging scroll; ink rubbing on paper,,False,False,"""Wu Family Shrines"" pictorial stones: Gate Pillars","Eastern Han dynasty, 25–220 CE",,Hanging scroll; ink rubbing on paper,Chinese,Chinese,,Han dynasty (206 BCE-220 CE),Unknown,Hanging scroll; ink rubbing on paper
64411,缓解,东汉，公元25-220年,,拓本；纸上的黑色墨水,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64411,https://media.artmuseum.princeton.edu/iiif/3/collection/INV07729,,,y1957-131 a,2026-05-27,汉朝（公元前206年-公元220年）,未知,水墨纸本,中文,0.75,Chinese,,"Eastern Han dynasty, 25–220 CE",y1957-131 a,Rubbing; black ink on paper,,False,False,Relief,"Eastern Han dynasty, 25–220 CE",,Rubbing; black ink on paper,Chinese,Chinese,,Han dynasty (206 BCE-220 CE),Unknown,Ink on paper
64371,纸拼贴,1978,,拼贴,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64371,https://media.artmuseum.princeton.edu/iiif/3/collection/INV08928,,,ui.2012.1,2026-05-27,1978,未知,拼贴,未知,0.65,,1978,,ui.2012.1,Collage,,False,False,Paper collage,1978,,Collage,,Unknown,,1978,Unknown,Collage
64353,F.荷兰日,约1900年,,或白金版,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64353,https://media.artmuseum.princeton.edu/iiif/3/collection/CHW-X101-2,,,x1983-1512,2026-05-27,约1900年,未知,或白金版,未知,0.65,,ca. 1900,,x1983-1512,Platinum print,,False,False,F. Holland Day,ca. 1900,,Platinum print,,Unknown,,ca. 1900,Unknown,Platinum print
64344,Pinkie Edwards在家，南卡罗来纳州博福特县,1968年，后来印刷,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64344,https://media.artmuseum.princeton.edu/iiif/3/collection/INV10754,,,2011-157,2026-05-27,1968年，后来印刷,未知,明胶银,未知,0.65,,"1968, printed later",,2011-157,Gelatin silver print,,False,False,"Pinkie Edwards at home, Beaufort County, South Carolina","1968, printed later",,Gelatin silver print,,Unknown,,"1968, printed later",Unknown,Gelatin silver
64343,印第安纳州埃尔伍德共和党候选人温德尔·威尔基,1940,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/64343,https://media.artmuseum.princeton.edu/iiif/3/collection/INV21986,,,2011-171,2026-05-27,1940,未知,明胶银,印度人,0.65,,1940,,2011-171,Gelatin silver print,,False,False,"Wendell Willkie, G.O.P. Candidate, Elwood, Indiana",1940,,Gelatin silver print,,Indian,,1940,Unknown,Gelatin silver
62942,碧翠丝·莉莉,大约1926年至1931年,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62942,https://media.artmuseum.princeton.edu/iiif/3/collection/INV11507,,,2011-179,2026-05-27,大约1926年至1931年,未知,明胶银,未知,0.65,,ca. 1926–31,,2011-179,Gelatin silver print,,False,False,Beatrice Lillie,ca. 1926–31,,Gelatin silver print,,Unknown,,ca. 1926–31,Unknown,Gelatin silver
62941,奥托琳·莫雷尔夫人,1927,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62941,https://media.artmuseum.princeton.edu/iiif/3/collection/INV11566,,,2011-178,2026-05-27,1927,未知,明胶银,未知,0.65,,1927,,2011-178,Gelatin silver print,,False,False,Lady Ottoline Morrell,1927,,Gelatin silver print,,Unknown,,1927,Unknown,Gelatin silver
62934,RCA大楼,约1955年,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62934,https://media.artmuseum.princeton.edu/iiif/3/collection/INV11473,,,2012-14,2026-05-27,约1955年,未知,明胶银,未知,0.65,,ca. 1955,,2012-14,Gelatin silver print,,False,False,RCA Building,ca. 1955,,Gelatin silver print,,Unknown,,ca. 1955,Unknown,Gelatin silver
62927,牛头伪装,约1950年,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62927,https://media.artmuseum.princeton.edu/iiif/3/collection/INV11477,,,2012-7,2026-05-27,约1950年,未知,明胶银,未知,0.65,,ca. 1950,,2012-7,Gelatin silver print,,False,False,Bullhead camouflage,ca. 1950,,Gelatin silver print,,Unknown,,ca. 1950,Unknown,Gelatin silver
62916,诅咒平板电脑,古代晚期，约公元476-700年,,铅,拜占庭,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62916,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU_E_2017_44052,,,2011-146,2026-05-27,约公元700年,未知,铅,拜占庭,0.75,Byzantine,3rd–6th century CE,"Late Antiquity, ca. 476–700 CE",2011-146,Lead,,False,False,Curse tablet,"Late Antiquity, ca. 476–700 CE",,Lead,Byzantine,Byzantine,,c. 700 CE,Unknown,Lead
62908,平衡,2001,,青铜,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62908,https://media.artmuseum.princeton.edu/iiif/3/collection/PP668,,,PP668,2026-05-27,2001,未知,青铜,未知,0.65,,2001,,PP668,Bronze,,False,False,Balance,2001,,Bronze,,Unknown,,2001,Unknown,Bronze
62873,男子束腰外衣（agbádálẹ̀kẹ̀),20世纪中期,,天鹅绒、棉花和玻璃珠,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62873,https://media.artmuseum.princeton.edu/iiif/3/collection/STU01426,,,2012-66,2026-05-27,20世纪中期,未知,棉花,未知,0.65,,mid–20th century,,2012-66,"Velvet, cotton, and glass beads",,False,False,Man's tunic (agbádá ìlẹ̀kẹ̀),mid–20th century,,"Velvet, cotton, and glass beads",,Unknown,,mid–20th century,Unknown,Cotton
62856,封闭式表格,,,蓝釉瓷器,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62856,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240919_16710,,,PP649,2026-05-27,未知,未知,瓷,未知,0.55,,,,PP649,Porcelain with blue glaze,,False,False,Closed form,,,Porcelain with blue glaze,,Unknown,,Unknown,Unknown,Porcelain
62845,儿童在摇篮板上的形象,1885年以前,,涂有油漆的木头,林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62845,https://media.artmuseum.princeton.edu/iiif/3/collection/INV014238,,,ui.2011.150 b,2026-05-27,1885年以前,未知,木头,林吉特,0.75,Lingít,before 1885,,ui.2011.150 b,Wood with paint,,False,False,Figure of child in cradleboard,before 1885,,Wood with paint,Lingít,Lingít,,before 1885,Unknown,Wood
62766,凯尔特？或刀片,1885年以前,,石头,可能是林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62766,https://media.artmuseum.princeton.edu/iiif/3/collection/INV017085,,,ui.2011.179,2026-05-27,1885年以前,未知,石头,可能是林吉特,0.75,probably Lingít,before 1885,,ui.2011.179,Stone,,False,False,Celt ? or blade,before 1885,,Stone,probably Lingít,probably Lingít,,before 1885,Unknown,Stone
62756,钉耙,1885年以前,,石头,可能是林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62756,https://media.artmuseum.princeton.edu/iiif/3/collection/INV013452,,,ui.2011.169,2026-05-27,1885年以前,未知,石头,可能是林吉特,0.75,probably Lingít,before 1885,,ui.2011.169,Stone,,False,False,Maul,before 1885,,Stone,probably Lingít,probably Lingít,,before 1885,Unknown,Stone
62752,未知的实现片段,1885年以前,,石头,可能是林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62752,https://media.artmuseum.princeton.edu/iiif/3/collection/INV017078,,,ui.2011.165,2026-05-27,1885年以前,未知,石头,可能是林吉特,0.75,probably Lingít,before 1885,,ui.2011.165,Stone,,False,False,Unknown implement fragment,before 1885,,Stone,probably Lingít,probably Lingít,,before 1885,Unknown,Stone
62750,Ax头,1885年以前,,石头,可能是林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62750,https://media.artmuseum.princeton.edu/iiif/3/collection/INV017086,,,ui.2011.163,2026-05-27,1885年以前,未知,石头,可能是林吉特,0.75,probably Lingít,before 1885,,ui.2011.163,Stone,,False,False,Ax head,before 1885,,Stone,probably Lingít,probably Lingít,,before 1885,Unknown,Stone
62747,斧头,1885年以前,,石头,可能是林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62747,https://media.artmuseum.princeton.edu/iiif/3/collection/INV017084,,,ui.2011.160,2026-05-27,1885年以前,未知,石头,可能是林吉特,0.75,probably Lingít,before 1885,,ui.2011.160,Stone,,False,False,Axe head,before 1885,,Stone,probably Lingít,probably Lingít,,before 1885,Unknown,Stone
62746,斧头,1885年以前,,石头,可能是林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62746,https://media.artmuseum.princeton.edu/iiif/3/collection/INV017083,,,ui.2011.159,2026-05-27,1885年以前,未知,石头,可能是林吉特,0.75,probably Lingít,before 1885,,ui.2011.159,Stone,,False,False,Axe head,before 1885,,Stone,probably Lingít,probably Lingít,,before 1885,Unknown,Stone
62731,"k""u的图形。éex'（potlatch）参与者",1885年以前,,涂有油漆的木头,林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62731,https://media.artmuseum.princeton.edu/iiif/3/collection/INV013472,,,ui.2011.143,2026-05-27,1885年以前,未知,木头,林吉特,0.75,Lingít,before 1885,,ui.2011.143,Wood with paint,,False,False,Figure of ḵu.éex' (potlatch) participant,before 1885,,Wood with paint,Lingít,Lingít,,before 1885,Unknown,Wood
62725,砂浆,1882年以前,,石头,可能是林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62725,https://media.artmuseum.princeton.edu/iiif/3/collection/INV013446,,,ui.2011.128,2026-05-27,1882年以前,未知,石头,可能是林吉特,0.75,probably Lingít,before 1882,,ui.2011.128,Stone,,False,False,Mortar,before 1882,,Stone,probably Lingít,probably Lingít,,before 1882,Unknown,Stone
62721,银湾矿样,1882年以前,,石头,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62721,https://media.artmuseum.princeton.edu/iiif/3/collection/INV017097,,,ui.2011.124,2026-05-27,1882年以前,未知,石头,未知,0.65,,before 1882,,ui.2011.124,Stone,,False,False,Ore sample from Silver Bay,before 1882,,Stone,,Unknown,,before 1882,Unknown,Stone
62717,钉耙,1885年以前,,石头,可能是林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62717,https://media.artmuseum.princeton.edu/iiif/3/collection/INV013448,,,ui.2011.120,2026-05-27,1885年以前,未知,石头,可能是林吉特,0.75,probably Lingít,before 1885,,ui.2011.120,Stone,,False,False,Maul,before 1885,,Stone,probably Lingít,probably Lingít,,before 1885,Unknown,Stone
62702,带柄害虫,1882年以前,,石头,可能是林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62702,https://media.artmuseum.princeton.edu/iiif/3/collection/INV013407,,,ui.2011.105,2026-05-27,1882年以前,未知,石头,可能是林吉特,0.75,probably Lingít,before 1882,,ui.2011.105,Stone,,False,False,Pestle with handle,before 1882,,Stone,probably Lingít,probably Lingít,,before 1882,Unknown,Stone
62692,钉耙,1882年以前,,石头,海达,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62692,https://media.artmuseum.princeton.edu/iiif/3/collection/INV013406,,,ui.2011.95,2026-05-27,1882年以前,未知,石头,海达,0.75,Haida,before 1882,,ui.2011.95,Stone,,False,False,Maul,before 1882,,Stone,Haida,Haida,,before 1882,Unknown,Stone
62687,样板房正面,1885年以前,,红黑相间的雪松,西北海岸,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62687,https://media.artmuseum.princeton.edu/iiif/3/collection/INV013385,,,ui.2011.90,2026-05-27,1885年以前,未知,红黑相间的雪松,西北海岸,0.75,Northwest Coast,before 1885,,ui.2011.90,Cedar with red and black paint,,False,False,Model House Front,before 1885,,Cedar with red and black paint,Northwest Coast,Northwest Coast,,before 1885,Unknown,Cedar with red and black paint
62677,刀片/工具,,,,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62677,https://media.artmuseum.princeton.edu/iiif/3/collection/INV017817,,,ui.2011.80,2026-05-27,未知,未知,未知,未知,0.45,,,,ui.2011.80,,,False,False,Blade / tool,,,,,Unknown,,Unknown,Unknown,Unknown
62667,两种动物形状的碗,1882年以前,,木头，黑色油漆,林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62667,https://media.artmuseum.princeton.edu/iiif/3/collection/INV013374,,,ui.2011.70,2026-05-27,1882年以前,未知,木头,林吉特,0.75,Lingít,before 1882,,ui.2011.70,"Wood, black paint",,False,False,Bowl with two animal forms,before 1882,,"Wood, black paint",Lingít,Lingít,,before 1882,Unknown,Wood
62666,水鸟形状的碗,1885年以前,,木头、蓝色、绿色、黄色、红色和黑色油漆、铅笔,林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62666,https://media.artmuseum.princeton.edu/iiif/3/collection/INV013373,,,ui.2011.69,2026-05-27,1885年以前,未知,木头,林吉特,0.75,Lingít,before 1885,,ui.2011.69,"Wood, blue, green, yellow, red and black paint, pencil",,False,False,Bowl in the shape of a water bird,before 1885,,"Wood, blue, green, yellow, red and black paint, pencil",Lingít,Lingít,,before 1885,Unknown,Wood
62663,碗里有两只青蛙,1882年以前,,木头,林吉特,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/62663,https://media.artmuseum.princeton.edu/iiif/3/collection/INV013352,,,ui.2011.66,2026-05-27,1882年以前,未知,木头,林吉特,0.75,Lingít,before 1882,,ui.2011.66,Wood,,False,False,Bowl with two frogs,before 1882,,Wood,Lingít,Lingít,,before 1882,Unknown,Wood
