object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_culture,_findspot,_object_name_detail,_image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en,_plant_name,_collection,_source,_sourceId,_sourceType,_url,_imageUrl,_accessionNumber,_onView,_classification,_startYear,_dates,_endYear,_artist,_place_of_origin,_style,_department,_technique,_image_id,_category,_dynasty,_reign,_object_date,_country,_region,_artist_bio,_artist_nationality,_image_small,_accession_year,_is_public_domain,_displayculture,_displaydate,_displayperiod,_objectnumber,_medium_detail,image_valid,aligned_museum,museum_location,aligned_period,period_era,aligned_type,type_category,type_subcategory,aligned_material,material_category
70185,罗伯特·博多《复活节星期日》,1964,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70185,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05206,,,x1980-4055,2026-05-27,1964,未知,明胶银,未知,0.65,,,,,False,"Robert Bordeau, On Easter Sunday",1964,,Gelatin silver print,,Unknown,,1964,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,,x1980-4055,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1964),Unknown,未知,Unknown,Unknown,银,Metal
70172,罗伯特·博多，罗切斯特,1963,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70172,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05242,,,x1980-4043,2026-05-27,1963,未知,明胶银,未知,0.65,,,,,False,"Robert Bordeau, Rochester",1963,,Gelatin silver print,,Unknown,,1963,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963,,x1980-4043,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70163,科罗拉多州洛夫兰和利德维尔附近,1963年9月10日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70163,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05259,,,x1980-4034,2026-05-27,1963年9月10日,未知,明胶银,未知,0.65,,,,,False,"Vicinity of Loveland and Leadville, Colorado","September 10, 1963",,Gelatin silver print,,Unknown,,"September 10, 1963",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"September 10, 1963",,x1980-4034,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70161,发现雕塑（犹他州圣拉斐尔沙漠）,1963年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70161,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05249,,,x1980-4032,2026-05-27,1963年9月,未知,明胶银,未知,0.65,,,,,False,"Found Sculpture (San Rafael Desert, Utah)",September 1963,,Gelatin silver print,,Unknown,,September 1963,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 1963,,x1980-4032,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70147,犹他州国会礁国家公园峡谷画廊,1963年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70147,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05275,,,x1980-4019,2026-05-27,1963年9月,未知,明胶银,未知,0.65,,,,,False,"Gallery Gully, Capitol Reef National Park, Utah",September 1963,,Gelatin silver print,,Unknown,,September 1963,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 1963,,x1980-4019,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70145,犹他州国会礁国家公园峡谷画廊,1963年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70145,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05278,,,x1980-4017,2026-05-27,1963年9月,未知,明胶银,未知,0.65,,,,,False,"Gallery Gully, Capitol Reef National Park, Utah",September 1963,,Gelatin silver print,,Unknown,,September 1963,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 1963,,x1980-4017,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70142,犹他州国会礁国家公园硫磺溪,1963年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70142,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05291,,,x1980-4013,2026-05-27,1963年9月,未知,明胶银,未知,0.65,,,,,False,"Sulphur Creek, Capitol Reef National Park, Utah",September 1963,,Gelatin silver print,,Unknown,,September 1963,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 1963,,x1980-4013,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70137,犹他州国会礁国家公园,1963年9月1日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70137,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05175,,,x1980-4008,2026-05-27,1963年9月1日,未知,明胶银,未知,0.65,,,,,False,"Capitol Reef National Park, Utah","September 1, 1963",,Gelatin silver print,,Unknown,,"September 1, 1963",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"September 1, 1963",,x1980-4008,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70132,海滩上的事（俄勒冈州米尔斯角）,1963年8月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70132,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05181,,,x1980-4003,2026-05-27,1963年8月,未知,明胶银,未知,0.65,,,,,False,"Thing on Beach (Cape Meares, Oregon)",August 1963,,Gelatin silver print,,Unknown,,August 1963,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 1963,,x1980-4003,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70129,俄勒冈州米尔斯角,1963年8月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70129,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05185,,,x1980-4000,2026-05-27,1963年8月,未知,明胶银,未知,0.65,,,,,False,"Cape Meares, Oregon",August 1963,,Gelatin silver print,,Unknown,,August 1963,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 1963,,x1980-4000,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70124,Point Lobos州立公园，加利福尼亚州,1963年7月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70124,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05195,,,x1980-3995,2026-05-27,1963年7月,未知,明胶银,未知,0.65,,,,,False,"Point Lobos State Park, California",July 1963,,Gelatin silver print,,Unknown,,July 1963,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 1963,,x1980-3995,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70122,Point Lobos州立公园，加利福尼亚州,1963年7月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70122,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05190,,,x1980-3991,2026-05-27,1963年7月,未知,明胶银,未知,0.65,,,,,False,"Point Lobos State Park, California",July 1963,,Gelatin silver print,,Unknown,,July 1963,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 1963,,x1980-3991,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70105,拆除（罗切斯特）,1959年6月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70105,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04990,,,x1980-3450,2026-05-27,1959年6月,未知,明胶银,未知,0.65,,,,,False,Demolition (Rochester),June 1959,,Gelatin silver print,,Unknown,,June 1959,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 1959,,x1980-3450,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1959),Unknown,未知,Unknown,Unknown,银,Metal
70096,《哑巴脸》，罗切斯特北联合街72号,1959年1月12日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70096,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05004,,,x1980-3429,2026-05-27,1959年1月12日,未知,明胶银,未知,0.65,,,,,False,"Dumb Face, 72 N. Union Street, Rochester","January 12, 1959",,Gelatin silver print,,Unknown,,"January 12, 1959",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January 12, 1959",,x1980-3429,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1959),Unknown,未知,Unknown,Unknown,银,Metal
70095,克利夫·迈尔斯，罗切斯特,1958年2月12日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70095,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05051,,,x1980-3419,2026-05-27,1958年2月12日,未知,明胶银,未知,0.65,,,,,False,"Cliff Miles, Rochester","February 12, 1958",,Gelatin silver print,,Unknown,,"February 12, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 12, 1958",,x1980-3419,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
70069,Windowsill白日梦（罗切斯特北联合街72号）,1958年7月17日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70069,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05072,,,x1980-3391,2026-05-27,1958年7月17日,未知,明胶银,未知,0.65,,,,,False,"Windowsill Daydreaming (72 N. Union Street, Rochester)","July 17, 1958",,Gelatin silver print,,Unknown,,"July 17, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 17, 1958",,x1980-3391,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
70058,奥斯威戈，纽约,1958年7月9日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70058,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04957,,,x1980-3383,2026-05-27,1958年7月9日,未知,明胶银,未知,0.65,,,,,False,"Oswego, New York","July 9, 1958",,Gelatin silver print,,Unknown,,"July 9, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 9, 1958",,x1980-3383,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
70056,纽约展馆,1958年6月21日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70056,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04969,,,x1980-3381,2026-05-27,1958年6月21日,未知,明胶银,未知,0.65,,,,,False,"Pavilion, New York","June 21, 1958",,Gelatin silver print,,Unknown,,"June 21, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 21, 1958",,x1980-3381,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
70055,牡丹天狗（纽约馆）,1958年6月21日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70055,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04959,,,x1980-3380,2026-05-27,1958年6月21日,未知,明胶银,未知,0.65,,,,,False,"Tree Peony Hound of Heaven (Pavilion, New York)","June 21, 1958",,Gelatin silver print,,Unknown,,"June 21, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 21, 1958",,x1980-3380,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
70054,纽约展馆,1958年6月21日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70054,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04961,,,x1980-3379,2026-05-27,1958年6月21日,未知,明胶银,未知,0.65,,,,,False,"Pavilion, New York","June 21, 1958",,Gelatin silver print,,Unknown,,"June 21, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 21, 1958",,x1980-3379,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
70049,纽约展馆,1958年6月2日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70049,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04967,,,x1980-3374,2026-05-27,1958年6月2日,未知,明胶银,未知,0.65,,,,,False,"Pavilion, New York","June 2, 1958",,Gelatin silver print,,Unknown,,"June 2, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 2, 1958",,x1980-3374,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
70046,罗切斯特哈斯巷,1958年2月18日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70046,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04945,,,x1980-3342,2026-05-27,1958年2月18日,未知,明胶银,未知,0.65,,,,,False,"Haags Alley, Rochester","February 18, 1958",,Gelatin silver print,,Unknown,,"February 18, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 18, 1958",,x1980-3342,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
70042,犹他州国会礁国家公园峡谷画廊,1963年7月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70042,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05168,,,x1980-3986,2026-05-27,1963年7月,未知,明胶银,未知,0.65,,,,,False,"Gallery Gully, Capitol Reef National Park, Utah",July 1963,,Gelatin silver print,,Unknown,,July 1963,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 1963,,x1980-3986,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70039,犹他州国会礁国家公园峡谷画廊,1963年7月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70039,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05148,,,x1980-3983,2026-05-27,1963年7月,未知,明胶银,未知,0.65,,,,,False,"Gallery Gully, Capitol Reef National Park, Utah",July 1963,,Gelatin silver print,,Unknown,,July 1963,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 1963,,x1980-3983,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70029,冰循环+分支（纽约沃特金斯格伦附近）,1963年1月7日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70029,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05160,,,x1980-3968,2026-05-27,1963年1月7日,未知,明胶银,未知,0.65,,,,,False,"Icecycle + Branch (Vicinity of Watkins Glen, New York)","January 7, 1963",,Gelatin silver print,,Unknown,,"January 7, 1963",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January 7, 1963",,x1980-3968,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70025,犹他州国会礁国家公园峡谷画廊,1963年7月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70025,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05170,,,x1980-3987,2026-05-27,1963年7月,未知,明胶银,未知,0.65,,,,,False,"Gallery Gully, Capitol Reef National Park, Utah",July 1963,,Gelatin silver print,,Unknown,,July 1963,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 1963,,x1980-3987,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70022,复活节星期日，罗切斯特北联合街72号,1963年4月14日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70022,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05143,,,x1980-3970,2026-05-27,1963年4月14日,未知,明胶银,未知,0.65,,,,,False,"Easter Sunday, 72 N. Union Street, Rochester","April 14, 1963",,Gelatin silver print,,Unknown,,"April 14, 1963",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"April 14, 1963",,x1980-3970,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
70017,泥图（犹他州国会礁国家公园）,1962,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70017,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05115,,,x1980-3919,2026-05-27,1962,未知,明胶银,未知,0.65,,,,,False,"Figure in Mud (Capitol Reef National Park, Utah)",1962,,Gelatin silver print,,Unknown,,1962,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,,x1980-3919,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1962),Unknown,未知,Unknown,Unknown,银,Metal
70015,犹他州国会礁国家公园Moenkopi Strata,1962年6月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70015,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05117,,,x1980-3917,2026-05-27,1962年6月,未知,明胶银,未知,0.65,,,,,False,"Moenkopi Strata, Capitol Reef National Park, Utah",June 1962,,Gelatin silver print,,Unknown,,June 1962,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 1962,,x1980-3917,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1962),Unknown,未知,Unknown,Unknown,银,Metal
70014,水和岩石,1962,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70014,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05129,,,x1980-3916,2026-05-27,1962,未知,明胶银,未知,0.65,,,,,False,Water and rocks,1962,,Gelatin silver print,,Unknown,,1962,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,,x1980-3916,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1962),Unknown,未知,Unknown,Unknown,银,Metal
70012,俄勒冈州日落公园,1962,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70012,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05127,,,x1980-3913,2026-05-27,1962,未知,明胶银,未知,0.65,,,,,False,"Sunset Park, Oregon",1962,,Gelatin silver print,,Unknown,,1962,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,,x1980-3913,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1962),Unknown,未知,Unknown,Unknown,银,Metal
70011,俄勒冈州库斯湾,1962,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70011,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05120,,,x1980-3912,2026-05-27,1962,未知,明胶银,未知,0.65,,,,,False,"Coos Bay, Oregon",1962,,Gelatin silver print,,Unknown,,1962,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,,x1980-3912,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1962),Unknown,未知,Unknown,Unknown,银,Metal
70005,Drid Williams，国会礁国家公园，犹他州,1962年9月2日至6日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/70005,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05134,,,x1980-3943,2026-05-27,1962年9月2日至6日,未知,明胶银,未知,0.65,,,,,False,"Drid Williams, Capitol Reef National Park, Utah","September 2–6, 1962",,Gelatin silver print,,Unknown,,"September 2–6, 1962",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"September 2–6, 1962",,x1980-3943,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1962),Unknown,未知,Unknown,Unknown,银,Metal
69997,罗切斯特联合北街72号,1962年3月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69997,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05045,,,x1980-3876,2026-05-27,1962年3月,未知,明胶银,未知,0.65,,,,,False,"72 N. Union Street, Rochester",March 1962,,Gelatin silver print,,Unknown,,March 1962,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,March 1962,,x1980-3876,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1962),Unknown,未知,Unknown,Unknown,银,Metal
69992,开始，磨砂窗（罗切斯特北联合街72号）,1962年2月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69992,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05033,,,x1980-3868,2026-05-27,1962年2月,未知,明胶银,未知,0.65,,,,,False,"Beginnings, Frosted Window (72 N. Union Street, Rochester)",February 1962,,Gelatin silver print,,Unknown,,February 1962,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 1962,,x1980-3868,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1962),Unknown,未知,Unknown,Unknown,银,Metal
69986,罗切斯特联合北街72号,1962年2月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69986,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05015,,,x1980-3867,2026-05-27,1962年2月,未知,明胶银,未知,0.65,,,,,False,"72 N. Union Street, Rochester",February 1962,,Gelatin silver print,,Unknown,,February 1962,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 1962,,x1980-3867,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1962),Unknown,未知,Unknown,Unknown,银,Metal
69981,Paul Kuiper，佛蒙特州林肯盖普路,1968年7月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69981,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05094,,,x1980-4330,2026-05-27,1968年7月,未知,明胶银,未知,0.65,,,,,False,"Paul Kuiper, Lincoln Gap Road, Vermont",July 1968,,Gelatin silver print,,Unknown,,July 1968,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 1968,,x1980-4330,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1968),Unknown,未知,Unknown,Unknown,银,Metal
69979,Bea Paipert，马萨诸塞州阿灵顿,1967,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69979,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05092,,,x1980-4316,2026-05-27,1967,未知,明胶银,未知,0.65,,,,,False,"Bea Paipert, Arlington, Massachusetts",1967,,Gelatin silver print,,Unknown,,1967,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,,x1980-4316,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1967),Unknown,未知,Unknown,Unknown,银,Metal
69977,Arthur Lazar，马萨诸塞州阿灵顿,1965年11月25日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69977,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05090,,,x1980-4182,2026-05-27,1965年11月25日,未知,明胶银,未知,0.65,,,,,False,"Arthur Lazar, Arlington, Massachusetts","November 25, 1965",,Gelatin silver print,,Unknown,,"November 25, 1965",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"November 25, 1965",,x1980-4182,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1965),Unknown,未知,Unknown,Unknown,银,Metal
69967,William LaRue，Point Lobos州立公园，加利福尼亚州,1963年7月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69967,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA05080,,,x1980-4048,2026-05-27,1963年7月,未知,明胶银,未知,0.65,,,,,False,"William LaRue, Point Lobos State Park, California",July 1963,,Gelatin silver print,,Unknown,,July 1963,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 1963,,x1980-4048,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,银,Metal
69965,牡丹亭（纽约）,1958年6月2日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/69965,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA04918,,,x1980-3372,2026-05-27,1958年6月2日,未知,明胶银,未知,0.65,,,,,False,"Tree Peony (Pavilion, New York)","June 2, 1958",,Gelatin silver print,,Unknown,,"June 2, 1958",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 2, 1958",,x1980-3372,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1958),Unknown,未知,Unknown,Unknown,银,Metal
